clothing_type,gender,season,city,color,review_score,price_range,sales_volume,date
Shorts,Male,Summer,Bhopal,Grey,3.8622673565013117,55.8836304301118,951,2024-09-11 14:43:54.165463
Shorts,Female,Fall,Surat,Green,3.0320646888520604,35.28076855651955,376,2040-02-08 14:43:54.165463
Shirt,Female,Summer,Nashik,Green,3.1670915744324093,45.350854726168066,460,2039-08-26 14:43:54.165463
Dress,Female,Summer,Kolkata,Yellow,4.010096040022474,168.25037074008918,890,2047-07-01 14:43:54.165463
Scarf,Male,Fall,Meerut,White,3.300244530439608,16.663664444055687,1804,2043-07-19 14:43:54.165463
Winter Cap,Female,Winter,Faridabad,Pink,4.557525216693996,24.387864695667403,2229,2046-04-20 14:43:54.165463
Socks,Female,Spring,Ghaziabad,Green,3.5489703480090515,11.879398409098748,671,2029-08-14 14:43:54.165463
Dress,Female,Summer,Thane,Grey,3.195799274698648,64.71761587525964,1368,2048-09-17 14:43:54.165463
Blazer,Male,Winter,Ludhiana,Green,3.4704198518068994,135.04052112446186,583,2045-12-19 14:43:54.165463
Winter Cap,Male,Spring,Ludhiana,Pink,3.7141964603115762,31.6779921995045,776,2048-11-24 14:43:54.165463
Jacket,Female,Fall,Surat,Black,3.0706332171897674,105.03026668313808,947,2041-11-17 14:43:54.165463
Jacket,Male,Summer,Kanpur,Green,3.283351048772658,96.44907194146693,411,2048-06-10 14:43:54.165463
Shoes,Male,Summer,Patna,Green,3.6476935089550393,167.28432468595193,188,2034-11-21 14:43:54.165463
Shirt,Male,Fall,Nashik,Blue,3.620960947619528,89.26650171678112,621,2049-07-20 14:43:54.165463
Pants,Male,Summer,Nashik,Green,4.600773393119678,67.86438056616538,912,2037-05-05 14:43:54.165463
Blazer,Female,Spring,Jaipur,White,4.686510950625307,220.80522475022556,230,2035-02-04 14:43:54.165463
Blazer,Male,Spring,Jaipur,Green,3.3868371982871,238.50514246437746,88,2048-08-22 14:43:54.165463
Shirt,Female,Fall,Hyderabad,White,3.2478797678256948,77.11521029494205,742,2048-09-07 14:43:54.165463
Kurta,Female,Summer,Ahmedabad,Green,4.268324968642837,147.83897187983789,372,2048-08-25 14:43:54.165463
Socks,Male,Winter,Kolkata,White,4.609247111390863,16.209263821355925,849,2034-11-06 14:43:54.165463
Dress,Male,Summer,Kolkata,Green,4.9274461944482635,134.30554440757766,1279,2028-05-12 14:43:54.165463
Dress,Male,Fall,Lucknow,Grey,3.013592569493029,138.60205414869932,281,2039-02-09 14:43:54.165463
Scarf,Female,Winter,Surat,Yellow,3.8273562268536088,46.502863937124445,1523,2035-11-03 14:43:54.165463
Scarf,Female,Spring,Lucknow,Grey,4.467975668188771,38.90528528016294,927,2046-03-07 14:43:54.165463
Lower,Female,Spring,Faridabad,White,4.657118597748709,50.44820683790695,887,2040-03-16 14:43:54.165463
Shoes,Female,Winter,Faridabad,Green,3.1245718973661956,82.40149005455903,408,2047-12-13 14:43:54.165463
Dress,Female,Winter,Patna,Pink,4.361229038928254,168.20769774619936,406,2049-09-04 14:43:54.165463
Skirt,Female,Fall,Kanpur,Black,3.57787743479794,61.304926952544754,904,2026-12-23 14:43:54.165463
Kurta,Female,Summer,Meerut,Blue,3.149193918666251,57.71740640040853,652,2031-07-27 14:43:54.165463
Shirt,Male,Spring,Bhopal,Grey,3.9782051635093345,76.98616744278499,2386,2047-11-17 14:43:54.165463
Socks,Female,Summer,Hyderabad,Blue,3.316306686408292,10.345895264494612,752,2042-09-14 14:43:54.165463
Dress,Female,Spring,Visakhapatnam,Blue,4.47401503612337,69.85608429981886,2791,2034-03-15 14:43:54.165463
Shoes,Female,Summer,Visakhapatnam,Pink,4.482523599398907,88.43767387558925,773,2025-10-02 14:43:54.165463
Shoes,Female,Spring,Ludhiana,Blue,4.684135529975019,55.24234705857054,1065,2037-12-08 14:43:54.165463
Pants,Male,Summer,Nashik,Grey,3.7551373702955044,29.984264059136173,763,2030-01-25 14:43:54.165463
Pants,Female,Fall,Ahmedabad,Pink,3.0266195944612875,57.594360446236884,1000,2025-09-30 14:43:54.165463
Dress,Female,Spring,Nagpur,Black,3.5194718767489594,161.93940679275153,816,2036-11-15 14:43:54.165463
Hoodie,Male,Fall,Bangalore,Yellow,3.935623399050554,61.39712893791783,988,2038-10-08 14:43:54.165463
Blazer,Male,Spring,Nashik,Yellow,4.388022558832101,178.9510470369473,567,2045-04-30 14:43:54.165463
Shoes,Female,Spring,Visakhapatnam,Black,3.7640811713734825,171.45996518439262,255,2031-08-30 14:43:54.165463
Socks,Female,Spring,Lucknow,Grey,4.0720967921342766,10.351533656871041,1034,2042-05-19 14:43:54.165463
Socks,Female,Summer,Mumbai,Green,4.048527174911434,14.814711055270013,868,2037-06-19 14:43:54.165463
Shoes,Female,Spring,Patna,Black,3.3299646987166334,102.5648638686431,609,2034-11-04 14:43:54.165463
Skirt,Female,Fall,Visakhapatnam,Blue,4.246099000160026,74.99007483404485,735,2051-03-12 14:43:54.165463
Pants,Female,Summer,Jaipur,Pink,3.8785034564107956,36.96842460765864,965,2042-07-14 14:43:54.165463
Jeans,Male,Summer,Ghaziabad,Grey,4.615837403304986,118.2271723416336,652,2035-04-19 14:43:54.165463
Pants,Male,Spring,Kolkata,Grey,4.3812224162578,29.189777270609884,1295,2050-05-13 14:43:54.165463
Jacket,Female,Winter,Ahmedabad,Yellow,3.2229383723951095,125.78492742838365,1084,2036-02-25 14:43:54.165463
Scarf,Female,Summer,Bhopal,Red,3.977516820073137,25.020374456822694,560,2045-11-23 14:43:54.165463
Lower,Female,Spring,Kolkata,Green,4.404988716988375,44.03351339264339,722,2047-04-01 14:43:54.165463
Winter Cap,Male,Fall,Nagpur,White,3.1740234516146852,22.849209397327332,468,2038-11-21 14:43:54.165463
Shirt,Female,Winter,Nagpur,Yellow,4.584994065113263,44.93326319464526,1200,2038-08-25 14:43:54.165463
Kurta,Male,Summer,Thane,Blue,3.444009029288799,67.5041402111229,605,2039-02-21 14:43:54.165463
Dress,Male,Winter,Nashik,Pink,4.00616959094738,69.637312916678,540,2044-04-21 14:43:54.165463
Dress,Female,Summer,Visakhapatnam,Yellow,4.881122574945272,150.68870768548294,1672,2041-08-06 14:43:54.165463
Jeans,Male,Winter,Visakhapatnam,Pink,4.142668469644568,57.775994967491684,609,2050-03-23 14:43:54.165463
Scarf,Female,Winter,Vadodara,Blue,3.848108903407895,42.073416873157036,1781,2043-06-17 14:43:54.165463
Dress,Male,Fall,Surat,Blue,3.013589854798285,110.48021223583653,392,2032-05-29 14:43:54.165463
Scarf,Female,Winter,Delhi,Yellow,3.266827245548156,17.527980747466938,1498,2045-10-20 14:43:54.165463
Kurta,Female,Fall,Indore,Yellow,4.157327770195975,58.198694541910946,479,2028-08-11 14:43:54.165463
T-Shirt,Male,Spring,Nashik,Yellow,3.9876500813074767,46.251662544276954,966,2033-06-25 14:43:54.165463
T-Shirt,Male,Summer,Bangalore,Black,3.7276583512936625,36.09855377017954,2069,2029-02-01 14:43:54.165463
Shorts,Male,Fall,Kolkata,Yellow,4.846431770788235,27.373327148867375,1316,2033-07-07 14:43:54.165463
Dress,Female,Summer,Meerut,Pink,3.6649650748518816,140.00826355210813,1272,2038-08-13 14:43:54.165463
Scarf,Male,Fall,Lucknow,White,4.074301512888213,43.81416105499715,1690,2050-05-26 14:43:54.165463
Socks,Male,Summer,Visakhapatnam,Green,4.13742681904826,9.959797213377122,1295,2032-05-18 14:43:54.165463
Dress,Female,Fall,Thane,Blue,4.0549367801278455,120.14035372944619,498,2038-04-09 14:43:54.165463
Skirt,Female,Summer,Vadodara,Grey,3.9551707830801988,50.54149791981959,1157,2048-09-14 14:43:54.165463
Socks,Male,Spring,Lucknow,Yellow,3.674127472023816,6.200925765808794,1034,2024-12-05 14:43:54.165463
Socks,Male,Summer,Thane,White,4.817527266079239,10.992636166054037,762,2044-11-16 14:43:54.165463
Shorts,Male,Spring,Thane,Red,3.9016065235182893,50.05728076459545,911,2039-06-12 14:43:54.165463
Dress,Female,Spring,Chennai,Pink,4.056897734692152,106.92183764991738,1155,2033-03-31 14:43:54.165463
Shirt,Female,Spring,Thane,Yellow,4.312955967660485,51.34248552131022,2061,2046-07-09 14:43:54.165463
Lower,Male,Winter,Jaipur,Black,3.1353120848630693,34.64028755357685,495,2036-04-28 14:43:54.165463
Scarf,Female,Summer,Ahmedabad,Blue,4.56257628292649,31.06208879343424,1085,2026-01-11 14:43:54.165463
Blazer,Male,Winter,Vadodara,White,4.025014620172071,120.46350090520644,805,2033-02-07 14:43:54.165463
Hoodie,Male,Winter,Faridabad,Pink,4.314353871689933,72.85289364383124,1367,2033-10-17 14:43:54.165463
Scarf,Female,Summer,Ahmedabad,Yellow,4.544024130827383,17.224809283364326,1412,2024-07-04 14:43:54.165463
Shirt,Male,Spring,Agra,Grey,4.748198781528429,77.48023127407542,1826,2036-03-19 14:43:54.165463
Dress,Male,Winter,Nagpur,White,3.7844408339058617,68.37753786570057,670,2036-03-14 14:43:54.165463
Skirt,Female,Winter,Patna,Blue,4.62285978536451,74.34113098021211,1341,2037-04-29 14:43:54.165463
Dress,Male,Fall,Ghaziabad,White,3.5176737911318035,105.7341406120525,602,2038-10-02 14:43:54.165463
Sweater,Male,Summer,Visakhapatnam,White,4.320671301914732,93.01201601591052,678,2038-06-17 14:43:54.165463
Blazer,Female,Winter,Thane,Pink,3.205414601359279,216.96659749600076,85,2033-10-18 14:43:54.165463
Scarf,Male,Summer,Indore,Yellow,3.0400609348481504,22.14701302649835,590,2045-03-11 14:43:54.165463
Socks,Male,Summer,Bhopal,Yellow,3.1915262522252794,15.157687211566335,453,2040-01-14 14:43:54.165463
Shorts,Female,Winter,Hyderabad,Pink,3.6387649731249514,27.596300270700247,735,2044-04-15 14:43:54.165463
Winter Cap,Female,Summer,Visakhapatnam,Grey,3.0621892276493288,13.719947825046539,568,2033-03-31 14:43:54.165463
Jeans,Female,Spring,Ghaziabad,Green,4.260982544374525,114.42368811770008,419,2024-01-11 14:43:54.165463
Jacket,Male,Winter,Indore,Black,3.63308907676453,74.65836056620142,1054,2040-07-26 14:43:54.165463
T-Shirt,Female,Winter,Patna,Green,4.472752135428596,22.98461764039567,1273,2038-01-13 14:43:54.165463
Winter Cap,Male,Winter,Chennai,Black,3.0918302725392115,13.909720233639067,1243,2032-02-23 14:43:54.165463
Shorts,Female,Fall,Agra,Black,3.4334031330949966,38.811675574858235,594,2026-08-10 14:43:54.165463
T-Shirt,Male,Fall,Pune,Green,3.816006850659397,47.18625628835366,813,2032-11-29 14:43:54.165463
Jacket,Male,Fall,Jaipur,Pink,3.7653031245880926,89.60836080683666,1649,2031-06-15 14:43:54.165463
Pants,Female,Fall,Faridabad,Blue,3.2619973456726807,54.80186719121093,1066,2047-01-30 14:43:54.165463
Sweater,Male,Winter,Mumbai,Pink,4.988273627163315,65.85940528195736,2543,2039-12-22 14:43:54.165463
Hoodie,Male,Spring,Nagpur,White,3.568879161667672,53.52065875883339,647,2027-10-18 14:43:54.165463
Blazer,Female,Summer,Bangalore,Grey,4.442064169302926,168.7090113400792,550,2047-05-08 14:43:54.165463
Winter Cap,Male,Summer,Chennai,Red,3.4400533944234364,26.766787035064326,839,2034-02-27 14:43:54.165463
Shorts,Male,Winter,Visakhapatnam,Green,4.755702421452168,34.37466403536003,971,2040-08-01 14:43:54.165463
Jacket,Male,Spring,Pune,Green,3.775516620299385,177.58449448490626,304,2047-02-21 14:43:54.165463
T-Shirt,Female,Summer,Chennai,Blue,4.801804977978209,16.86102377123338,2054,2043-05-20 14:43:54.165463
Dress,Female,Spring,Bhopal,Grey,3.6836698392679423,56.50718334758657,1922,2025-08-18 14:43:54.165463
Skirt,Female,Winter,Mumbai,White,3.0172876429938267,99.35468819767165,426,2039-12-10 14:43:54.165463
Socks,Female,Fall,Surat,Yellow,4.034040862156923,16.215243680767685,781,2044-09-30 14:43:54.165463
Socks,Female,Spring,Patna,Pink,4.049575872302193,17.058933551451478,1121,2049-10-23 14:43:54.165463
Jacket,Female,Summer,Agra,Green,3.239668365577271,140.40516127081958,344,2024-04-07 14:43:54.165463
T-Shirt,Female,Summer,Indore,Red,3.469927146838585,29.695114910926094,1591,2035-08-23 14:43:54.165463
Sweater,Female,Summer,Faridabad,White,4.566991181962699,82.19201590492307,708,2043-07-03 14:43:54.165463
Socks,Male,Fall,Ahmedabad,Green,3.0735116492573185,6.388770584130695,594,2032-02-24 14:43:54.165463
Jeans,Male,Spring,Visakhapatnam,Grey,3.979053373373361,100.62153346417304,545,2039-03-30 14:43:54.165463
Sweater,Male,Spring,Indore,Yellow,4.060816246827126,75.55572853578872,614,2028-12-03 14:43:54.165463
Shirt,Male,Summer,Patna,Green,4.377424121352248,87.18757288497599,632,2048-05-06 14:43:54.165463
Sweater,Female,Spring,Hyderabad,Yellow,3.07491253480027,82.81064432807374,368,2025-05-22 14:43:54.165463
Scarf,Male,Summer,Ghaziabad,Black,4.171292654180927,20.30923880124579,675,2040-03-02 14:43:54.165463
T-Shirt,Male,Spring,Nashik,Black,3.0061960731563664,31.714254024231632,543,2026-06-15 14:43:54.165463
Socks,Male,Fall,Delhi,Green,3.5303567345783815,5.867333738289816,633,2024-08-19 14:43:54.165463
Shoes,Male,Fall,Kolkata,Grey,3.999368510632962,161.8144338937807,492,2042-10-02 14:43:54.165463
Shoes,Male,Winter,Kolkata,Blue,4.822562674851234,125.27472823524764,472,2047-04-27 14:43:54.165463
Lower,Female,Winter,Kolkata,Black,3.253179632011071,34.78613479169478,565,2046-01-14 14:43:54.165463
Dress,Female,Winter,Nagpur,Green,3.3385782580065504,175.75416652572528,367,2036-05-13 14:43:54.165463
Socks,Male,Spring,Vadodara,Yellow,4.338500128767655,19.1089777845107,565,2047-12-23 14:43:54.165463
Winter Cap,Male,Fall,Agra,White,3.7497233876447975,38.58495990478359,860,2024-01-23 14:43:54.165463
Scarf,Male,Fall,Chennai,Grey,4.246842803845744,22.733958477591855,1695,2032-12-19 14:43:54.165463
Pants,Male,Fall,Ghaziabad,Pink,4.994908334268534,65.07132776454458,1624,2028-10-14 14:43:54.165463
Sweater,Female,Summer,Visakhapatnam,Yellow,4.973743322697708,105.9036602901842,853,2031-11-09 14:43:54.165463
Scarf,Male,Spring,Meerut,Grey,3.7074271589888426,34.98045898473218,848,2024-10-19 14:43:54.165463
Hoodie,Female,Spring,Patna,Grey,4.0078507076496654,44.99122407532198,618,2050-05-04 14:43:54.165463
Socks,Male,Winter,Meerut,Red,4.809380317258786,17.267186958233935,1065,2043-10-01 14:43:54.165463
Shirt,Female,Summer,Faridabad,Black,3.1843353248171153,82.19468607623627,586,2042-12-15 14:43:54.165463
Scarf,Female,Summer,Mumbai,Pink,3.904607807673694,39.61323852352799,715,2039-07-31 14:43:54.165463
Shoes,Female,Fall,Nashik,Pink,3.7551546966329177,94.03293163033943,449,2037-05-21 14:43:54.165463
Shoes,Male,Winter,Nagpur,Pink,3.5897655453219945,78.60408479816792,561,2025-12-21 14:43:54.165463
Hoodie,Male,Spring,Vadodara,Green,4.988408423844696,73.69888608377022,906,2047-12-29 14:43:54.165463
Shoes,Female,Summer,Bhopal,Black,4.467098587944756,122.42007872036719,564,2044-02-13 14:43:54.165463
Lower,Male,Fall,Surat,Yellow,3.7774939847858438,46.751308976530886,790,2047-11-11 14:43:54.165463
Kurta,Male,Spring,Nagpur,Yellow,4.658043783330839,52.28696320086026,982,2029-10-29 14:43:54.165463
Scarf,Female,Fall,Surat,White,3.9793322014241137,19.756974286682233,2116,2029-10-07 14:43:54.165463
Sweater,Male,Spring,Indore,Grey,4.745648824735717,62.216716698265365,850,2031-04-28 14:43:54.165463
Kurta,Female,Fall,Jaipur,Blue,3.5327596912611567,68.46363163917626,422,2028-08-28 14:43:54.165463
Dress,Male,Spring,Ludhiana,Green,3.447200454774131,128.61071519751056,1118,2041-08-01 14:43:54.165463
Scarf,Male,Winter,Lucknow,White,3.4945733624948954,27.86391852767658,1044,2030-05-30 14:43:54.165463
Winter Cap,Female,Spring,Bangalore,Red,4.076961152250105,30.519123584436517,1010,2027-03-05 14:43:54.165463
Kurta,Female,Spring,Pune,Green,3.5826267823102693,124.56782423162586,417,2025-06-26 14:43:54.165463
Skirt,Female,Spring,Kanpur,Grey,3.294239368292768,43.10172991534272,1689,2026-05-11 14:43:54.165463
Pants,Female,Fall,Bangalore,Red,4.989255837011465,75.59031094782836,1618,2036-07-04 14:43:54.165463
Skirt,Male,Summer,Kolkata,Grey,4.80086645488282,85.10118882005992,1598,2028-07-14 14:43:54.165463
Socks,Male,Spring,Indore,Blue,4.270024874986159,14.40171203231413,1144,2034-07-16 14:43:54.165463
T-Shirt,Male,Spring,Kolkata,Green,4.783085747847892,46.81250991618481,777,2026-01-18 14:43:54.165463
Jeans,Female,Winter,Kolkata,Green,4.870925475015637,61.26949996953597,858,2049-09-22 14:43:54.165463
Blazer,Male,Spring,Indore,Grey,4.352216583731671,140.12550837468342,730,2049-05-28 14:43:54.165463
Socks,Male,Winter,Kanpur,Pink,4.037359557382617,6.286804706009024,833,2049-06-03 14:43:54.165463
T-Shirt,Male,Spring,Mumbai,Grey,4.7640035844293545,30.96636374049877,1071,2050-09-29 14:43:54.165463
Jacket,Female,Fall,Ahmedabad,White,4.135593993825819,125.96010943965813,1144,2033-09-14 14:43:54.165463
Socks,Female,Summer,Lucknow,Black,3.253601085707748,14.241003854900924,553,2042-01-03 14:43:54.165463
Blazer,Male,Summer,Mumbai,Green,3.7337120009150118,72.1674504860298,820,2031-08-13 14:43:54.165463
Kurta,Male,Summer,Nashik,Blue,3.891841903470754,43.57126211570726,907,2040-04-28 14:43:54.165463
Shoes,Female,Fall,Nagpur,Green,4.870738032271191,112.98352479216453,596,2047-01-05 14:43:54.165463
Jacket,Female,Winter,Faridabad,Green,4.318370944611645,78.36999684138878,1799,2037-02-24 14:43:54.165463
Winter Cap,Female,Summer,Nashik,Green,4.750555125591782,32.76365026457388,1084,2045-03-10 14:43:54.165463
Shorts,Female,Fall,Visakhapatnam,Pink,4.515183401679872,46.74945136540921,913,2034-01-01 14:43:54.165463
Blazer,Male,Fall,Bangalore,Grey,3.6197217730453657,121.90712513277985,1076,2050-04-18 14:43:54.165463
Jacket,Female,Spring,Surat,Green,4.4374179861283665,56.867489774499916,609,2036-01-26 14:43:54.165463
Skirt,Male,Winter,Vadodara,Grey,3.3905994718477492,42.77105366904624,612,2049-10-14 14:43:54.165463
Dress,Female,Fall,Kolkata,Blue,3.8162916234349353,138.37671125277,307,2051-01-30 14:43:54.165463
Hoodie,Male,Winter,Ghaziabad,Grey,4.612183714311865,99.31154253358838,1775,2036-07-28 14:43:54.165463
Pants,Male,Summer,Bangalore,White,4.223858323830457,42.95532228047703,662,2050-08-24 14:43:54.165463
Jeans,Female,Summer,Agra,Black,4.65082501190523,104.15970295723147,784,2046-11-30 14:43:54.165463
Winter Cap,Male,Summer,Kanpur,Blue,3.509407164700103,36.01289474796272,492,2029-12-02 14:43:54.165463
Socks,Male,Spring,Agra,Blue,4.49949766485459,5.722713082377156,811,2038-03-22 14:43:54.165463
Jeans,Male,Spring,Surat,Red,3.404648722883673,113.29772783377717,368,2043-07-02 14:43:54.165463
Pants,Female,Winter,Ludhiana,Black,4.090608344796014,50.6411487403475,1092,2027-08-10 14:43:54.165463
Lower,Female,Winter,Kanpur,Pink,3.8670691889088626,58.56968826148671,647,2034-05-31 14:43:54.165463
Pants,Female,Spring,Thane,White,4.112951715541614,54.62057050992138,2251,2045-11-29 14:43:54.165463
Blazer,Male,Fall,Chennai,Grey,3.2710668480565452,104.67726688074309,1211,2033-06-10 14:43:54.165463
Scarf,Male,Winter,Vadodara,Yellow,3.7224557510260237,49.11339075926697,1427,2033-05-22 14:43:54.165463
Shorts,Male,Winter,Ahmedabad,White,4.333807661732347,29.732196564638677,978,2048-07-03 14:43:54.165463
Pants,Male,Summer,Meerut,Grey,4.117061588162055,73.53630251786271,764,2037-03-22 14:43:54.165463
Jacket,Female,Winter,Ghaziabad,Yellow,4.097939517823639,75.96927420778252,1640,2036-06-16 14:43:54.165463
Winter Cap,Male,Winter,Delhi,Red,4.021660224262509,30.24302718269884,2309,2042-04-25 14:43:54.165463
Jacket,Male,Fall,Ludhiana,Red,4.887769820077757,111.69374133292911,1569,2034-12-24 14:43:54.165463
Shorts,Male,Winter,Vadodara,Pink,4.869139395879468,58.880726926057804,1083,2046-10-29 14:43:54.165463
Hoodie,Female,Fall,Vadodara,Blue,3.7202899455965888,42.93408417974782,1005,2033-12-02 14:43:54.165463
Jacket,Male,Summer,Hyderabad,White,3.7037900231684096,111.31920095121215,340,2045-03-29 14:43:54.165463
Kurta,Female,Spring,Ghaziabad,Yellow,4.1097969131461225,110.37539564481153,563,2033-11-21 14:43:54.165463
Blazer,Female,Summer,Ahmedabad,White,3.1912125682784156,245.74788042233362,55,2025-03-29 14:43:54.165463
Blazer,Male,Fall,Kolkata,Yellow,3.606013401535032,117.73398455995469,849,2050-01-26 14:43:54.165463
T-Shirt,Male,Fall,Hyderabad,White,3.4617351316023455,28.890486786567212,557,2049-03-29 14:43:54.165463
Hoodie,Male,Winter,Lucknow,Blue,3.446779336672857,62.32543911256517,1026,2035-07-31 14:43:54.165463
Pants,Male,Winter,Nashik,Yellow,4.277011051790536,38.89852702128969,960,2048-03-11 14:43:54.165463
Scarf,Female,Spring,Meerut,White,3.7687006686882984,43.60741451412748,810,2033-10-02 14:43:54.165463
T-Shirt,Female,Fall,Bangalore,Green,3.3423287495166125,18.219846201330594,565,2033-01-16 14:43:54.165463
Shoes,Female,Fall,Ahmedabad,Grey,4.775143689975519,155.71848975594537,539,2041-10-26 14:43:54.165463
Shorts,Female,Summer,Ghaziabad,Red,4.748297375875588,41.35715879830142,1890,2039-10-30 14:43:54.165463
Skirt,Female,Spring,Thane,Pink,4.724925847064471,46.93488691899987,3422,2044-10-05 14:43:54.165463
Shorts,Female,Summer,Meerut,Red,3.7814898845155858,39.71321894136195,1771,2025-06-16 14:43:54.165463
Skirt,Female,Winter,Ludhiana,Yellow,3.113964907020905,88.09643645359435,658,2024-01-19 14:43:54.165463
Lower,Female,Winter,Patna,Red,3.213484035788872,37.81766415688506,785,2047-04-21 14:43:54.165463
Shoes,Female,Summer,Bhopal,Pink,3.5520961595425984,68.28466473724657,681,2050-06-03 14:43:54.165463
Scarf,Female,Winter,Bhopal,Grey,3.4399400082173095,16.428068674603193,1371,2041-11-02 14:43:54.165463
Sweater,Male,Summer,Surat,Red,4.747971240297671,93.33472205851677,796,2033-10-10 14:43:54.165463
Blazer,Male,Fall,Mumbai,Green,4.972716360778519,122.78229770846772,1295,2033-07-02 14:43:54.165463
Jacket,Male,Fall,Nashik,Black,4.633347324663605,189.6867044861204,547,2044-07-23 14:43:54.165463
Shorts,Female,Winter,Lucknow,White,4.459697805498377,44.6858872400209,1029,2045-11-22 14:43:54.165463
Kurta,Male,Spring,Visakhapatnam,Grey,4.177248279854629,87.99122802849791,1082,2033-12-30 14:43:54.165463
Pants,Female,Fall,Faridabad,Yellow,4.539816598359746,56.0455706082892,2323,2027-03-13 14:43:54.165463
Socks,Female,Winter,Thane,Red,4.894066624384782,11.85698967368949,1275,2041-05-23 14:43:54.165463
Pants,Male,Spring,Meerut,White,4.202689339814162,74.81960953108076,1097,2028-02-07 14:43:54.165463
Socks,Female,Winter,Kolkata,White,3.309226488039668,11.870328040509364,713,2045-07-25 14:43:54.165463
Jeans,Male,Summer,Meerut,Grey,3.327716634537439,48.32516068709979,478,2039-04-17 14:43:54.165463
Scarf,Female,Winter,Chennai,Green,4.167725606257172,35.89808137054605,2016,2031-07-04 14:43:54.165463
Socks,Female,Summer,Thane,Pink,3.6669370795696157,14.344715692254786,587,2032-04-12 14:43:54.165463
Sweater,Male,Fall,Thane,White,4.820494750489939,92.3997554594776,822,2031-08-27 14:43:54.165463
Lower,Male,Fall,Kolkata,Pink,4.223284667671945,57.331365662040355,722,2041-04-21 14:43:54.165463
Dress,Male,Winter,Bangalore,Red,4.35298522684672,104.81602708666581,657,2036-03-24 14:43:54.165463
Lower,Male,Spring,Indore,Yellow,3.011641420201805,34.08306426429223,489,2040-06-07 14:43:54.165463
Dress,Male,Winter,Jaipur,Grey,3.997697104125246,111.2540871259124,379,2049-11-16 14:43:54.165463
Shoes,Male,Winter,Bangalore,White,3.862329442777823,185.02983528669458,327,2039-05-14 14:43:54.165463
Lower,Female,Fall,Chennai,Green,4.411743713535066,59.199295273460805,796,2043-07-10 14:43:54.165463
Winter Cap,Female,Fall,Ghaziabad,Yellow,3.7652773206667316,39.13705019841226,682,2046-11-04 14:43:54.165463
Blazer,Female,Winter,Jaipur,Yellow,4.953150063774324,103.64214743299333,749,2035-01-12 14:43:54.165463
Hoodie,Female,Fall,Mumbai,Yellow,4.340406363112804,64.78267530933134,699,2040-07-12 14:43:54.165463
T-Shirt,Male,Summer,Jaipur,Red,4.319836666285179,24.0815909049254,1793,2050-06-10 14:43:54.165463
Socks,Female,Winter,Kanpur,Green,4.838682289515965,10.519741735505706,1523,2045-07-07 14:43:54.165463
Sweater,Female,Fall,Hyderabad,Grey,4.990409667796691,37.37630791561603,1118,2044-01-16 14:43:54.165463
Jacket,Male,Winter,Bhopal,Blue,3.3956413785242265,74.09017689073752,1062,2027-05-10 14:43:54.165463
Jacket,Female,Fall,Ahmedabad,Black,4.621066286429456,109.56139320305408,971,2037-03-19 14:43:54.165463
Shirt,Male,Summer,Visakhapatnam,White,3.324638990644055,48.70580109449918,535,2032-10-18 14:43:54.165463
Dress,Male,Summer,Visakhapatnam,White,3.9140869061084196,82.64239440273064,1099,2046-09-01 14:43:54.165463
Socks,Male,Winter,Chennai,White,3.2003708086649403,8.45464365629455,612,2037-05-27 14:43:54.165463
Winter Cap,Female,Summer,Thane,Pink,4.246741956934329,32.468671433421704,1185,2044-08-02 14:43:54.165463
Shirt,Male,Summer,Mumbai,Blue,3.93703632681015,44.14573048774042,1000,2032-08-10 14:43:54.165463
Shorts,Female,Fall,Nagpur,Yellow,4.25739789665143,48.261745258509734,805,2033-10-24 14:43:54.165463
Hoodie,Female,Winter,Bhopal,Yellow,4.355921505230826,55.803757635716465,1563,2032-08-24 14:43:54.165463
Jacket,Female,Fall,Delhi,Pink,4.238864500062476,170.29688586133364,877,2049-03-12 14:43:54.165463
T-Shirt,Male,Fall,Vadodara,Grey,3.5880582452147465,20.853167205736973,923,2039-07-05 14:43:54.165463
Socks,Male,Spring,Nashik,Black,4.673918314487338,7.364058205543673,1082,2026-04-17 14:43:54.165463
Lower,Male,Summer,Delhi,Green,4.103372398750248,47.18689068164018,1140,2037-05-02 14:43:54.165463
Shorts,Female,Fall,Ludhiana,Blue,3.9797023464336063,56.596609672354205,664,2029-12-27 14:43:54.165463
T-Shirt,Female,Fall,Meerut,Blue,4.9741276084697486,20.004534669150498,1095,2032-02-08 14:43:54.165463
T-Shirt,Male,Fall,Kanpur,Red,3.5670158134129535,17.579661624533593,734,2027-03-08 14:43:54.165463
Jeans,Female,Summer,Kanpur,Yellow,4.056060609790347,114.7709765457459,513,2029-02-15 14:43:54.165463
Jeans,Male,Summer,Pune,Blue,4.3646491572159825,49.386155509265556,673,2031-06-27 14:43:54.165463
Shorts,Male,Summer,Kanpur,Grey,3.2504518658664674,30.01467679062731,1551,2032-03-16 14:43:54.165463
Scarf,Female,Winter,Faridabad,Blue,3.7084794482930707,47.53229585970283,1422,2033-08-06 14:43:54.165463
Shoes,Female,Fall,Lucknow,White,4.6033774319946525,170.43768394403327,585,2027-12-11 14:43:54.165463
Pants,Male,Summer,Delhi,Pink,3.47351646919966,43.85167975115117,752,2036-03-07 14:43:54.165463
Dress,Female,Fall,Mumbai,Yellow,3.9865807298072133,173.86124215364012,449,2026-10-14 14:43:54.165463
